index,threshold,content_id
0,0.9628468821416912,Anton:/../c-mat-1-us/topic-01-numbers-and-counting/block-01-review-counting-1-to-10/level-02
1,0.9266666666666667,Anton:/../c-mat-1-us/topic-01-numbers-and-counting/block-01-review-counting-1-to-10/level-03
2,0.9379209370424598,Anton:/../c-mat-1-us/topic-01-numbers-and-counting/block-02-review-counting-1-to-20/level-01
3,0.9678666161424783,Anton:/../c-mat-1-us/topic-01-numbers-and-counting/block-02-review-counting-1-to-20/level-03
4,0.9701453104359313,Anton:/../c-mat-1-us/topic-01-numbers-and-counting/block-03-counting-1-to-120/level-02
5,0.9376892430278885,Anton:/../c-mat-1-us/topic-01-numbers-and-counting/block-03-counting-1-to-120/level-03
6,0.9394366197183099,Anton:/../c-mat-1-us/topic-01-numbers-and-counting/block-03-counting-1-to-120/level-04
7,0.9414448669201522,Anton:/../c-mat-1-us/topic-01-numbers-and-counting/block-03-counting-1-to-120/level-06
8,0.9080131723380901,Anton:/../c-mat-1-us/topic-01-numbers-and-counting/block-03-counting-1-to-120/level-07
9,0.969811320754717,Anton:/../c-mat-1-us/topic-01-numbers-and-counting/block-04-counting-by-tens/level-01
10,0.9575480329368711,Anton:/../c-mat-1-us/topic-01-numbers-and-counting/block-04-counting-by-tens/level-02
11,0.9786593707250343,Anton:/../c-mat-1-us/topic-01-numbers-and-counting/block-04-counting-by-tens/level-03
12,0.9819870009285052,Anton:/../c-mat-1-us/topic-01-numbers-and-counting/block-04-counting-by-tens/level-04
13,0.939877300613497,Anton:/../c-mat-1-us/topic-01-numbers-and-counting/block-04-counting-by-tens/level-05
14,0.9779672131147541,Anton:/../c-mat-1-us/topic-01-numbers-and-counting/block-04-counting-by-tens/level-06
15,0.9541379310344829,Anton:/../c-mat-1-us/topic-01-numbers-and-counting/block-04-counting-by-tens/level-07
16,0.9531694695989651,Anton:/../c-mat-1-us/topic-01-numbers-and-counting/block-04-counting-by-tens/level-08
17,0.9327044025157233,Anton:/../c-mat-1-us/topic-01-numbers-and-counting/block-04-counting-by-tens/level-09
18,0.9518930957683742,Anton:/../c-mat-1-us/topic-01-numbers-and-counting/block-04-counting-by-tens/level-test
19,0.9304615384615385,Anton:/../c-mat-1-us/topic-01-numbers-and-counting/block-05-counting-by-fives/level-02
20,0.9404682274247492,Anton:/../c-mat-1-us/topic-01-numbers-and-counting/block-05-counting-by-fives/level-03
21,0.9560546875,Anton:/../c-mat-1-us/topic-01-numbers-and-counting/block-05-counting-by-fives/level-04
22,0.9236749116607774,Anton:/../c-mat-1-us/topic-01-numbers-and-counting/block-05-counting-by-fives/level-05
23,0.8329519450800916,Anton:/../c-mat-1-us/topic-01-numbers-and-counting/block-05-counting-by-fives/level-06
24,0.9640310077519381,Anton:/../c-mat-1-us/topic-01-numbers-and-counting/block-05-counting-by-fives/level-07
